,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,274976,गोबिन्द्र प्रसाद आचार्य,Gobindra Prasad Acharya,पुरुष,47,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),2409,निर्वाचित,Elected,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
1,216497,पुष्‍प राज आचार्य,Puspa Raj Acharya,पुरुष,37,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),1595,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
2,173615,भरत राज धिताल,Bharat Raj Dhital,पुरुष,54,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),1500,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
3,202098,डम्बर जंग शाही,Dambar Jung Shahi,पुरुष,35,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,112,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
4,204587,मनसा कामी,Manasa Kami,पुरुष,54,999,2316,पुतली,,स्वतन्त्र,Independent ,35,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
5,184519,गंगा मगर,Ganga Magar,महिला,39,12,12,मादल,,नेपाल मजदुर किसान पार्टी,Nepal Majdoor Kisan Party,19,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
6,201940,डिल्ली प्रसाद चौलागाई,Dilli Prasad Chaulagain,पुरुष,46,146,9,हँसिया तारा,,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),,9,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
7,287609,अनन्त चौलागाई,Ananta Chaulagin,पुरुष,40,117,2278,ढल्केको छाता,,"जनता समाजवादी पार्टी, नेपाल ",,7,,,1,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
8,227356,धर्मकला शाही,Dharmakala Shahi,महिला,46,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,2060,निर्वाचित,Elected,2,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
9,234484,लछु चौलागाई,Lachhu Chaulagain,महिला,51,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),1437,,,2,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
10,227202,पम्फा कुमारी शाही,Pampha Kumari Shahi,महिला,30,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),1282,,,2,,5598,शुभ कालीका गाउँपालिका,60,60,कालिकोट,6.0,कर्णाली प्रदेश
