,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,168524,हरि प्रसाद मण्डल,Hari Prasad Mandal,पुरुष,48,118,92,साइकल,,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल  ",,4003,निर्वाचित,Elected,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
1,215332,मो मुजिबुल रहमान,Md. Majibul Rahaman,पुरुष,47,117,2278,ढल्केको छाता,,"जनता समाजवादी पार्टी, नेपाल ",,2674,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
2,200886,हेमचन्द्र यादब,Hemchandar Yadav,पुरुष,51,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),1897,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
3,189513,कमलेश मण्डल,Kamlesh Mandal,पुरुष,42,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),1401,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
4,204434,विजय कुमार चौधरी,Vijay Kumar Chaudhary,पुरुष,56,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),1199,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
5,255896,उपेन्द्र प्रसाद चौधरी,Upendra Prasad Chaudhary,पुरुष,55,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,593,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
6,308700,मृगेन्द्र यादव,Mrigendra Yadav,पुरुष,35,101,2289,लाउड स्पिकर,Loud Speaker,जनमत पार्टी (जपा),,385,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
7,168874,परशुराम यादव,Parshuram Yadav,पुरुष,52,999,1040,आँप,,स्वतन्त्र,Independent ,26,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
8,305825,मो. रवानी राईन,Mohd Rawani Rain,पुरुष,28,999,1039,गुलाफको फुल,,स्वतन्त्र,Independent ,13,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
9,181921,मुकेश यादव,Mukesh Yadav,पुरुष,42,999,2316,पुतली,,स्वतन्त्र,Independent ,3,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
10,168718,रितेश मंडल,Rtesh Mandal,पुरुष,24,999,2317,खरायो,,स्वतन्त्र,Independent ,3,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
11,289000,राहुल कुमार मंडल,Rahul Kumar Mandal,पुरुष,25,999,2318,हाँस,,स्वतन्त्र,Independent ,1,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
12,289348,राज म‌ण्डल,Raj Mandal,पुरुष,25,999,2319,लौरो,,स्वतन्त्र,Independent ,1,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
13,202501,मिथिलेश मंडल,Mithilesh Mandal,पुरुष,46,999,2048,ब्याडमिन्टन कर्क,,स्वतन्त्र,Independent ,0,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
14,263691,जितेन्द्र चौधरी,Jitendra Chaudhary,पुरुष,49,999,2283,भूईकटर,,स्वतन्त्र,Independent ,0,,,3,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
15,182879,मंजु देवी,Manju Devi,महिला,40,118,92,साइकल,,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल  ",,3864,निर्वाचित,Elected,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
16,215736,जिवछी देवी यादव,Jeebachhi Devi Yadav,महिला,36,117,2278,ढल्केको छाता,,"जनता समाजवादी पार्टी, नेपाल ",,2751,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
17,214467,रिता देवी नायक,Rita Devi Nayak,महिला,45,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),1698,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
18,189635,कल्यानी देवी राय,Kalyani Devi Ray,महिला,45,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),1536,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
19,255504,मोहावती देवी,Mohabati Devi,महिला,66,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),1058,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
20,261632,रेखा कुमारी,Rekha Kumari,महिला,50,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,670,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
21,308442,चन्‍द्रकला देवी,Chandrakala DEvi,महिला,39,101,2289,लाउड स्पिकर,Loud Speaker,जनमत पार्टी (जपा),,381,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
22,243724,इन्दीरा देवी,Indira Devi,महिला,77,122,2325,लोककला कोरिएको गाग्रोमा आँपको पात भएको कलश र त्यस माथि नरिवल,,तराइ-मधेश लोकतान्त्रिक पार्टी,,47,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
23,224703,शान्ती देवी,Santi Devi,महिला,57,999,1039,गुलाफको फुल,,स्वतन्त्र,Independent ,9,,,4,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
24,329417,सकुनी देवी,Sakuni Devi,महिला,58,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,29,निर्वाचित,Elected,11,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
25,329409,दुलारी देवी,Dulari Devi,महिला,59,118,92,साइकल,,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल  ",,29,निर्वाचित,Elected,11,,5843,मटिहानी नगरपालिका,21,21,महोत्तरी,2.0,मधेश प्रदेश
