,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,233421,गोरख बहादुर चन्द,Gorakha Bahadur Chand,पुरुष,53,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),3782,निर्वाचित,Elected,1,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
1,233838,रमेश सिंह भण्डारी,Ramesh Singh Bhandari,पुरुष,43,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,2488,,,1,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
2,234428,विना भट्ट,Bina Bhatt,महिला,35,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),3064,निर्वाचित,Elected,2,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
3,234925,राजेन्द्र बहादुर चन्द,Rajendra Bahadur Chand,पुरुष,39,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),2500,,,2,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
4,235266,धनविर सार्की,Dhanbir Sarki,पुरुष,32,999,2319,लौरो,,स्वतन्त्र,Independent ,57,,,2,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
5,333100,मैना चन्द,Maina Chand,महिला,34,2,0,,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),0,निर्विरोध,Unopposed,9,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
6,333103,बिन्दु सार्की,Bindu Sarki,महिला,26,2,0,,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),0,निर्विरोध,Unopposed,9,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
7,333082,लिला चन्द,Lila Chand,महिला,27,2,0,,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),0,निर्विरोध,Unopposed,9,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
8,333099,ललिता देवी भण्डारी,Lalita Devi Bhandari,महिला,40,2,0,,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),0,निर्विरोध,Unopposed,9,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
9,333104,मोहन राम वड,Mohan Ram Oda,पुरुष,42,2,0,,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),0,निर्विरोध,Unopposed,10,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
10,333102,रमेश राम तीर्वा,Ramesh Ram Tirwa,पुरुष,43,2,0,,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),0,निर्विरोध,Unopposed,10,,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
11,240774,दिवान सार्कि,Diwan Sarki,पुरुष,37,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),534,निर्वाचित,Elected,5,1.0,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
12,239746,प्रमल सिंह घटाल,Pramal Singh Ghatal,पुरुष,43,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),457,,,5,1.0,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
13,239943,लोकेश घटाल,Lokesh Ghatal,पुरुष,25,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,298,,,5,1.0,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
14,241162,सुरत बहादुर चन्द,Surat Bahadur Chand,पुरुष,39,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,13,,,5,1.0,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
15,244670,जयवहादुर सिंह साउद,Jaybahadur Singh Saud,पुरुष,39,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),488,निर्वाचित,Elected,6,1.0,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
16,244920,विरेन्द्र सिंह घटाल,Birendra Singh Ghatal,पुरुष,37,2,102,दुई सूर्य ,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),481,निर्वाचित,Elected,6,1.0,5722,पन्चेश्वर गाउँपालिका,73,73,बैतडी,7.0,सुदूरपश्चिम प्रदेश
