,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,249099,पदम वोगटी,Padam Bogati,पुरुष,57,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,15882,निर्वाचित,Elected,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
1,214801,महेश प्रसाद पन्त,Mahesh Prashad Pant,पुरुष,38,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),8179,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
2,189553,गजेन्द्र बहादुर चन्द,Gajendra Bahadur Chand,पुरुष,46,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,7105,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
3,283256,राजेन्द्र पाण्डेय,Rajendra Pandey,पुरुष,40,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),3452,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
4,168939,कोमल बहादुर सिंह,Komal Bahadur Singh,पुरुष,51,999,2316,पुतली,,स्वतन्त्र,Independent ,262,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
5,203263,मोहन बहादुर शाही,Mohan Bahadur Shahi,पुरुष,55,117,2278,ढल्केको छाता,,"जनता समाजवादी पार्टी, नेपाल ",,86,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
6,207962,खगेन्द्र जोशी,Khagendra Joshi,पुरुष,33,42,42,तराजु,,विवेकशील साझा पार्टी,Bibekshil Sajha Party,61,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
7,173194,दल वहादुर वोहरा,Dal Bahadur Bohara,पुरुष,51,12,12,मादल,,नेपाल मजदुर किसान पार्टी,Nepal Majdoor Kisan Party,60,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
8,170030,कल्‍याण ओझा,Kalyan Ojha,पुरुष,52,999,1040,आँप,,स्वतन्त्र,Independent ,47,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
9,275223,लाल बहादुर कुँवर,Lal Bahadur Kunwar,पुरुष,41,10,10,गिलास,,राष्ट्रिय जनमोर्चा,Rastriya Janmorcha,29,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
10,193806,हरी दत्त जोशी,Hari Datt Joshi,पुरुष,55,136,2305,किबोर्ड सहितको कम्प्युटर,,मौलिक जरोकिलो पार्टी,,29,,,3,,5740,भीमदत्त नगरपालिका,75,75,कन्चनपुर,7.0,सुदूरपश्चिम प्रदेश
