,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,312439,रेशम स्‍याङबो,Resham Syangbo,पुरुष,49,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),5503,निर्वाचित,Elected,1,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
1,312246,जय बहादुर लामा,Jaya Bahadur Lama,पुरुष,64,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),4344,,,1,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
2,312343,जरि लाल तामाङ,Jari Lal Tamang,पुरुष,33,35,35,कुखुराको भाले,,मंगोल नेशनल अर्गनाइजेसन,Mangol National Organization,142,,,1,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
3,312307,लक्ष्मी खड्का सिल्वाल,Laxmi Khadka  Silwal,महिला,39,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,45,,,1,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
4,312593,हिमाल कुमार श्रेष्ठ,Himal Kumar Shrestha,पुरुष,44,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,4689,निर्वाचित,Elected,2,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
5,312549,सुनिता थापा (लामा),Sunita Thapa (Lama),महिला,34,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),3649,,,2,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
6,312580,भिम माया तामाङ,bhim maya tamang,महिला,39,35,35,कुखुराको भाले,,मंगोल नेशनल अर्गनाइजेसन,Mangol National Organization,196,,,2,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
7,312533,ध्रुव राज घिमिरे,Dhruba Raj Ghimire,पुरुष,36,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,58,,,2,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
8,329432,माया वि.क,Maya B.K,महिला,38,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,19,निर्वाचित,Elected,9,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
9,329433,कविता माया श्रेष्‍ठ,Kabita Maya Shrestha,महिला,38,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,19,निर्वाचित,Elected,9,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
10,329431,सुन माया सुनार,Sun Maya Sunar,महिला,51,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),19,निर्वाचित,Elected,9,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
11,329429,हेलामो तामाङ,Helamo Tamang,महिला,33,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),19,निर्वाचित,Elected,9,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
12,329421,अनिता नेपाली,Anita Nepali,महिला,41,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),18,,,9,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
13,329435,वसन्ती सुनुवार,Bashanti Sunuwar,महिला,43,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),18,,,9,,5312,जुगल गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
