,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,189777,निमा ग्याजेन शेर्पा,Nima Gyaljen Sherpa,पुरुष,50,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,5386,निर्वाचित,Elected,1,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
1,195638,दावा लामा,Dawa Lama,पुरुष,46,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),4604,,,1,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
2,241683,पेमा लामा,Pema Lama,पुरुष,46,3,3,गोलाकारभित्र हसिया हथौडा,,नेपाल कम्युनिष्ट पार्टी (माओवादी केन्द्र),Communist Party of Nepal (Maoist-Centre),813,,,1,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
3,223352,देवी लाल शार्मा(लामिछाने),Devi Lal Sharma(Lamichhane),पुरुष,46,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,119,,,1,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
4,258375,कवि राज गिरी,Kavi Raj Giri,पुरुष,55,146,9,हँसिया तारा,,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),,22,,,1,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
5,227450,पासाङ लामा(ह्योल्मो),Pasang Lama(Hyolmo),पुरुष,55,999,724,जेब्रा,,स्वतन्त्र,Independent ,5,,,1,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
6,190359,अप्सरा लम्साल लामिछाने,Apsara Lamsal Lamichhane,महिला,28,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,5214,निर्वाचित,Elected,2,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
7,195944,गंगा अर्याल,Ganga Aryal,महिला,37,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),4671,,,2,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
8,245422,सुजन पाख्रिन,Sujan Pakhrin,पुरुष,24,116,1020,कलम,,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी) ,Nepal Communist Party(Ekakrit Samajbadi),492,,,2,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
9,223757,विन्दा थापा,Binda Thapa,महिला,35,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,84,,,2,,5322,हेलम्बु  गाउँपालिका,30,30,सिन्धुपाल्चोक,3.0,बागमती प्रदेश
